label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
A,0.0,0.0,0.0,-0.27348796853100005,-0.14984166450169437,-0.07636724016328406,-0.49965365253992716,-0.36393231140004956,-0.12194904953594113,-0.6041961665137012,-0.6282889613272208,-0.17488294580250024,-0.5480617141203354,-0.8364378981822139,-0.21064254327446327,-0.3675366418593647,-0.6551843331237241,0.018467143561470858,-0.430398418270828,-0.8713902041135726,-0.08093351260802872,-0.39127689932430204,-0.6940254677876255,-0.13847123137298395,-0.34595591300010514,-0.5009802562789367,-0.1591656128241413,-0.22102825912842117,-0.682994593138137,0.013281150598995246,-0.2881508639611689,-0.9021633285140725,-0.10403563672770225,-0.2546193088614618,-0.6563148893874674,-0.14923332200661968,-0.22357165470342585,-0.441781513808083,-0.1500736441448526,-0.07125305139800354,-0.6843892359525013,-0.01213273584893705,-0.14139089488182063,-0.870897632854086,-0.13284504265217906,-0.12615045846317555,-0.6084334186042232,-0.1231045369783136,-0.10974607916474109,-0.38605592878847683,-0.08040925076467946,0.07916014133667058,-0.6458147195257459,-0.04592193455484756,0.00768018753387939,-0.7845653818229872,-0.13588359062019773,-0.012001143510128482,-0.5946852531615561,-0.12491253695425886,-0.010109973676082447,-0.41803872465662084,-0.09068202869628914
A,0.0,0.0,0.0,-0.27057575328025835,-0.13584596899112322,-0.06664669876733516,-0.48348182194070055,-0.3615907120322014,-0.10819369628320247,-0.5658410361110421,-0.6182426349744073,-0.1596619289916308,-0.5417610301182665,-0.8405325610856457,-0.1962361584214501,-0.36062031992457044,-0.6672161951395493,0.023511808189877432,-0.4355543130137887,-0.8586741754289638,-0.08981573349530579,-0.4103141295099405,-0.6595537954355359,-0.16261708484075504,-0.36922144541469987,-0.4584539515589555,-0.1896261724422465,-0.2201869848267426,-0.6946770591367474,0.011153661770411202,-0.31141213144431135,-0.8812278222195921,-0.1123843234955415,-0.28061121436705905,-0.628275545753435,-0.1589087248131484,-0.2432868225320908,-0.4089248493505925,-0.1575628264516475,-0.0770231202066103,-0.6967687365619124,-0.02232879351644736,-0.16943756034899346,-0.8330920381578844,-0.1474482526924715,-0.15050024998049572,-0.5584328170817389,-0.13769393647193934,-0.12467944640699186,-0.33845431991544,-0.09248464386261543,0.07472189249276283,-0.665055659404513,-0.06297268155611978,-0.02863953123962494,-0.7697368674094343,-0.1471614891793905,-0.04853320702300205,-0.5722627110834854,-0.13018293472624254,-0.042936981666423554,-0.4017342565845862,-0.0912171010508697
A,0.0,0.0,0.0,-0.24320183540202414,-0.12110209230727853,-0.09792599791554898,-0.4557889997487345,-0.36265348367479017,-0.13722576909689607,-0.5440062991783209,-0.6501919706312461,-0.17724671742429118,-0.4954544683715386,-0.8686339100971571,-0.19915050016553243,-0.35354559048802464,-0.6608130880475329,0.03878730945805752,-0.3684228056838091,-0.8613153936184735,-0.06873035521287327,-0.30074432305732696,-0.6902839435300353,-0.14305203209122122,-0.25015912692942716,-0.4998032513729928,-0.1735825584776283,-0.2028451291485293,-0.6910785242316139,0.045896766758289055,-0.22181115195933523,-0.8919932504924518,-0.08002197741310146,-0.16664726780303346,-0.6372761802762926,-0.1375632636814154,-0.13744095535650572,-0.42134435455244634,-0.14002040934168175,-0.05929113615496851,-0.6907466083648947,0.028383839352955364,-0.06442479360272453,-0.8484884821108584,-0.1151491650530615,-0.04214456041172942,-0.5789971591323408,-0.11679397089517057,-0.03854677512247385,-0.35903400205021,-0.07020029977349199,0.08099394231636135,-0.6543707990059914,0.002631761876733258,0.06525382199459913,-0.7707950472260602,-0.1116337164047689,0.06404986570281798,-0.5622104761092659,-0.10801164168748004,0.06065724400549097,-0.38662184400901933,-0.06920593793159358
A,0.0,0.0,0.0,-0.27378345669396115,-0.13425696460457673,-0.03652252574532626,-0.4743395189175183,-0.35186708988159826,-0.07031306929222263,-0.5622941058129554,-0.5860160389272846,-0.12189460013340793,-0.579568402399249,-0.814923595768574,-0.1657928867151887,-0.364707113157997,-0.6840465013461206,0.03547777016156548,-0.4780762159099294,-0.8397619444654575,-0.08104178220932291,-0.45192903438396426,-0.6370137547250957,-0.16449143859972953,-0.39442064882218614,-0.42680697232656767,-0.19888212968837915,-0.23090924487504208,-0.7274846309508672,0.008945322503641785,-0.3585976103854637,-0.8900113638824594,-0.11842946282595838,-0.3230129243469597,-0.6345407847947586,-0.17782386118272597,-0.26753155495118613,-0.39102604111222866,-0.18524414264840555,-0.08135102604693956,-0.7548522839377309,-0.034648004713112246,-0.22312591621394992,-0.8756352563737526,-0.15260890804079894,-0.18996162987662552,-0.6077565720331912,-0.1562529053451449,-0.13618483740151505,-0.3763210506771794,-0.12284147832190022,0.08158797487107844,-0.7506616583282631,-0.08325770668665627,-0.07305016134346325,-0.8670517628897337,-0.16283555612979986,-0.07862924071161016,-0.6718405107606998,-0.15110598324611776,-0.04391247384477696,-0.48643953965994097,-0.11630540865200682
A,0.0,0.0,0.0,-0.2877913671133904,0.06803129056942465,-0.1258177200613765,-0.5942400202341086,0.05067363109494186,-0.18832535195608416,-0.8350557018396983,-0.10202712736955662,-0.2520996499471797,-0.9420837931930394,-0.3353775881048326,-0.2933555846544409,-0.6911083941159974,-0.2872224837171883,0.008494351970043503,-0.824835202168986,-0.42575651249381885,-0.12625326929167885,-0.6619207277613711,-0.3472621361548482,-0.21314468780321183,-0.5115041860530037,-0.2535855061068857,-0.2508293121582304,-0.5877850320773937,-0.43799232195875626,0.014015567442868531,-0.7307870951978656,-0.6120488654310026,-0.14887436365029544,-0.531825249090531,-0.4535293646210198,-0.222588806809879,-0.38420618096820947,-0.30115992341231085,-0.23249242160526246,-0.46431671256965545,-0.5587213722632226,-0.008828093068492632,-0.5707007568250305,-0.7064936847919381,-0.17785780588564373,-0.39516339345584944,-0.5093458752810547,-0.18583764033139147,-0.2699512489322788,-0.3272927415558985,-0.1404659587340098,-0.32268252028164474,-0.6435265147102167,-0.043601243825193016,-0.40937340332578,-0.7535237079577828,-0.16387198125344263,-0.30896528038428894,-0.5952844429347915,-0.1619967893527134,-0.22269973706042406,-0.4477944013113463,-0.12660041807174557
A,0.0,0.0,0.0,-0.154625024532608,-0.33495592662537943,-0.02350751724734092,-0.1905380016924763,-0.6600199139973961,-0.02947189832097954,-0.10549151528616044,-0.9061868672975525,-0.05508649112423065,0.017013707950872817,-0.9998552563955256,-0.07279587812772402,0.030108220905748006,-0.7248732972701937,0.10993997110543959,0.10977324031997113,-0.9037621804416082,0.035285991352811796,0.07295540078763461,-0.7758419601220823,-0.031497559168755775,0.029645775699226693,-0.611589749029772,-0.06058313341426145,0.13789575976472446,-0.622315214825692,0.08805158013157313,0.22305791373121162,-0.8287157622043405,-0.004730597618812813,0.1504405142575405,-0.6487110471319353,-0.06843643191960563,0.08394899478967138,-0.4603764674538889,-0.08534768603511031,0.23421398239948116,-0.5084788701620003,0.0492914250217826,0.29591069894017286,-0.6764200663007846,-0.04353792419662141,0.2096276498040105,-0.5076426432094782,-0.060211890334920415,0.1336324875323419,-0.33749701240252716,-0.03953731957572576,0.3246345096704858,-0.36969231266004254,0.006999772739520534,0.3776948650744988,-0.5392792961554659,-0.039364261271478754,0.3016276918704278,-0.44423409178508444,-0.02233925238619475,0.2308819015367264,-0.3158786553928519,0.007259490293766961
A,0.0,0.0,0.0,-0.13158321308817275,-0.30644758307019254,-0.06313156015115182,-0.15779782846939863,-0.6427194093801128,-0.08153657607552646,-0.07245632192681926,-0.8916106168112876,-0.10903747308473831,0.049415682606433725,-0.9987782988794561,-0.1222336274474495,0.031950936115771496,-0.7049699382546202,0.06954639050166797,0.11814880845131179,-0.8913642453860248,-0.02901498800163703,0.08926748840727428,-0.7447812278243958,-0.1051277399168767,0.03905744211905458,-0.5781780764310065,-0.13893837487528762,0.14075993479692434,-0.6012651661779158,0.06114424116549377,0.23163395315414753,-0.795817150418563,-0.05716565383517941,0.16529251270667142,-0.5933958091170083,-0.12104851489958925,0.09544232572349619,-0.41804790451879575,-0.1320511783197001,0.23805618503278037,-0.4907862030436318,0.030697601217450736,0.3140560401583342,-0.6462369548952857,-0.09249536609580528,0.21496500273727862,-0.4548247739347322,-0.09954061815695296,0.12862368657357448,-0.2982066225970946,-0.06422587567172526,0.3256850169836553,-0.3534300409110114,-0.006900613925249264,0.37554903828838715,-0.48552748272981994,-0.09237224432924561,0.288067947341698,-0.36864020238211725,-0.0847039912694046,0.2155195430715496,-0.25678409664648866,-0.05265278451581557
A,0.0,0.0,0.0,-0.2725022755157662,-0.07438093301143944,-0.07007175848320688,-0.5071165720620006,-0.292369166123223,-0.1058841914579409,-0.6133475109072634,-0.5430499805817371,-0.15101231577542654,-0.6270201976853993,-0.7790029985144876,-0.18121007732763175,-0.3865471919638858,-0.6739820041549004,0.029950233569733753,-0.49303870918121995,-0.8195962230387148,-0.09886974740474747,-0.45404292314149397,-0.5900431960514433,-0.1860590743935423,-0.39513476160882915,-0.3837102612675903,-0.22206930409294706,-0.24698920996775098,-0.7275262064303303,0.01788313380317771,-0.3775446745273451,-0.8607857532483157,-0.12410998361649112,-0.3277659460579754,-0.5723136297431228,-0.17824333730502592,-0.26549248464778835,-0.3457728422051431,-0.1758760584090182,-0.0977058382118384,-0.755606085272878,-0.01813510446421912,-0.22716710626799397,-0.8491092829276544,-0.15897334857229872,-0.19079211047130085,-0.5480770492293656,-0.15193163976198287,-0.14239979853690674,-0.3326624928603074,-0.10280721456933774,0.06728715215032073,-0.7466512629847967,-0.062236914252899116,-0.07116674532379251,-0.8182474973039853,-0.16060927762325483,-0.08110059778122726,-0.589744926879126,-0.14911247841672925,-0.05718741363995134,-0.41781345571241746,-0.10889420610305141
A,0.0,0.0,0.0,-0.3358682321155053,0.04598274269703968,-0.05370868107514312,-0.6255764361482528,-0.058803903847640074,-0.07995558432075321,-0.7954555682329774,-0.29416562303632654,-0.12493672908940506,-0.8402674165155689,-0.5421721762892775,-0.1610287440747113,-0.5625613225229374,-0.43533167302240217,0.08576127575571135,-0.7040750877540994,-0.604948747083747,-0.02530913334121042,-0.6336748030817251,-0.4804492925232719,-0.11439309542258667,-0.53419912542887,-0.33249966235618544,-0.1570309770556003,-0.4224857435185372,-0.5470104087242995,0.06182326126260946,-0.5794147863280787,-0.7418968054811345,-0.07064479359479583,-0.4896724817855067,-0.5273683674321172,-0.1497991984106228,-0.3810896428110076,-0.31751672522987956,-0.16926481125788065,-0.26691011429809586,-0.6397129000586743,0.014837703182317703,-0.41741619235570493,-0.826620938450831,-0.12650418437418345,-0.3356175999693757,-0.5659241424859638,-0.14082235659054895,-0.23924224196414476,-0.3425719785864402,-0.10630280031852656,-0.08305079481759538,-0.7054545965725321,-0.03756030446933426,-0.23355480884576574,-0.8506773489897277,-0.14069379704265184,-0.20529721381503896,-0.6463098330061556,-0.1330899033760089,-0.13881010781245673,-0.45982875384646454,-0.09709229009427246
A,0.0,0.0,0.0,-0.257282298971297,-0.13460619256851428,-0.07320848916746583,-0.4596746321869136,-0.36847422907346783,-0.11288140166378656,-0.5538089565130957,-0.6266172790717276,-0.16187928030947346,-0.5335955102152534,-0.845739813109282,-0.19634460655813502,-0.35857899502613544,-0.6380774880869549,0.036122938796849996,-0.40381783797451243,-0.8529717195547952,-0.08077335779639579,-0.3641294928395702,-0.6827030940111378,-0.16148095364288376,-0.3202014532770458,-0.49056742742430254,-0.1943243086477588,-0.21905151985863688,-0.6509402271358032,0.02666773606460509,-0.27402374370489674,-0.8815623238794017,-0.10309439951283825,-0.23909941435187768,-0.6386198588784374,-0.16000345186933257,-0.20644028936012146,-0.4197654033662967,-0.16411395227245695,-0.07665536775528262,-0.6418169763917867,-0.005668684154717434,-0.13365667381790458,-0.8183105865023892,-0.1374292094678252,-0.1169772185446516,-0.5523571603928505,-0.13503321141375135,-0.1034581901256405,-0.33521592194709504,-0.09211188105712376,0.06930214542078537,-0.6034500867695347,-0.045847895730236427,0.002664807063880012,-0.7252747627563375,-0.1380009013480249,-0.012370965859844483,-0.5408439866358473,-0.12736940375950662,-0.013674076042981011,-0.3745172398069368,-0.091593773443438
